episode,method,train_query_loss,train_query_accuracy
1,fixed_l2,1.612407922744751,0.20000000298023224
2,fixed_l2,1.6115155220031738,0.20000000298023224
3,fixed_l2,1.611398458480835,0.20000000298023224
4,fixed_l2,1.6080740690231323,0.20000000298023224
5,fixed_l2,1.610290288925171,0.20000000298023224
6,fixed_l2,1.6079223155975342,0.24000000953674316
7,fixed_l2,1.605802297592163,0.23000000417232513
8,fixed_l2,1.6024879217147827,0.25
9,fixed_l2,1.6027051210403442,0.20000000298023224
10,fixed_l2,1.6049253940582275,0.22999998927116394
11,fixed_l2,1.5990655422210693,0.23999999463558197
12,fixed_l2,1.6058095693588257,0.24000000953674316
13,fixed_l2,1.5928832292556763,0.22999998927116394
14,fixed_l2,1.6057854890823364,0.1899999976158142
15,fixed_l2,1.598290205001831,0.23000000417232513
16,fixed_l2,1.5925264358520508,0.20999999344348907
17,fixed_l2,1.605277180671692,0.18000000715255737
18,fixed_l2,1.5819227695465088,0.3199999928474426
19,fixed_l2,1.5835957527160645,0.3100000023841858
20,fixed_l2,1.595011591911316,0.2199999988079071
21,fixed_l2,1.602949619293213,0.17000000178813934
22,fixed_l2,1.5877963304519653,0.24000000953674316
23,fixed_l2,1.5932644605636597,0.25999999046325684
24,fixed_l2,1.5717644691467285,0.3100000023841858
25,fixed_l2,1.5791698694229126,0.21000000834465027
26,fixed_l2,1.5835905075073242,0.22999998927116394
27,fixed_l2,1.5837321281433105,0.20999999344348907
28,fixed_l2,1.5648099184036255,0.2499999850988388
29,fixed_l2,1.5729866027832031,0.23999999463558197
30,fixed_l2,1.5514256954193115,0.25
31,fixed_l2,1.5588979721069336,0.2199999988079071
32,fixed_l2,1.5720546245574951,0.26999998092651367
33,fixed_l2,1.5548856258392334,0.23999999463558197
34,fixed_l2,1.5221378803253174,0.2800000011920929
35,fixed_l2,1.5185718536376953,0.25
36,fixed_l2,1.5768063068389893,0.25
37,fixed_l2,1.5277775526046753,0.3400000035762787
38,fixed_l2,1.525530457496643,0.3799999952316284
39,fixed_l2,1.5897130966186523,0.18000000715255737
40,fixed_l2,1.4883792400360107,0.20000000298023224
41,fixed_l2,1.512445092201233,0.33000001311302185
42,fixed_l2,1.5470237731933594,0.30000001192092896
43,fixed_l2,1.5436042547225952,0.2800000011920929
44,fixed_l2,1.5311630964279175,0.25
45,fixed_l2,1.5189651250839233,0.30000001192092896
46,fixed_l2,1.5138299465179443,0.36000001430511475
47,fixed_l2,1.506462812423706,0.3400000035762787
48,fixed_l2,1.509133219718933,0.24000000953674316
49,fixed_l2,1.5594675540924072,0.3100000023841858
50,fixed_l2,1.4363689422607422,0.38999998569488525
51,fixed_l2,1.5345293283462524,0.20999999344348907
52,fixed_l2,1.4731431007385254,0.3499999940395355
53,fixed_l2,1.4604039192199707,0.4399999976158142
54,fixed_l2,1.4699052572250366,0.33000001311302185
55,fixed_l2,1.4528206586837769,0.3499999940395355
56,fixed_l2,1.4545857906341553,0.32999998331069946
57,fixed_l2,1.4378005266189575,0.3100000023841858
58,fixed_l2,1.5319527387619019,0.30000001192092896
59,fixed_l2,1.4707095623016357,0.3799999952316284
60,fixed_l2,1.507325530052185,0.28999999165534973
61,fixed_l2,1.4771506786346436,0.32999998331069946
62,fixed_l2,1.494900107383728,0.3100000023841858
63,fixed_l2,1.4909114837646484,0.30000001192092896
64,fixed_l2,1.4783324003219604,0.3699999749660492
65,fixed_l2,1.5184201002120972,0.28999999165534973
66,fixed_l2,1.490054965019226,0.38999998569488525
67,fixed_l2,1.5184791088104248,0.32999998331069946
68,fixed_l2,1.4660134315490723,0.3199999928474426
69,fixed_l2,1.4140619039535522,0.4000000059604645
70,fixed_l2,1.4708999395370483,0.3199999928474426
71,fixed_l2,1.4839744567871094,0.3700000047683716
72,fixed_l2,1.566430926322937,0.28999999165534973
73,fixed_l2,1.4549450874328613,0.33000001311302185
74,fixed_l2,1.4631130695343018,0.35999998450279236
75,fixed_l2,1.4798104763031006,0.3199999928474426
76,fixed_l2,1.4347646236419678,0.3999999761581421
77,fixed_l2,1.4422290325164795,0.3699999749660492
78,fixed_l2,1.429498553276062,0.4699999988079071
79,fixed_l2,1.4314746856689453,0.4699999988079071
80,fixed_l2,1.448265552520752,0.35999998450279236
81,fixed_l2,1.4225895404815674,0.3799999952316284
82,fixed_l2,1.494277000427246,0.3199999928474426
83,fixed_l2,1.4027791023254395,0.3799999952316284
84,fixed_l2,1.477695107460022,0.35999998450279236
85,fixed_l2,1.4421875476837158,0.35999998450279236
86,fixed_l2,1.3918808698654175,0.4100000262260437
87,fixed_l2,1.4501192569732666,0.28999999165534973
88,fixed_l2,1.4639525413513184,0.36000001430511475
89,fixed_l2,1.4866328239440918,0.36000001430511475
90,fixed_l2,1.386505126953125,0.4000000059604645
91,fixed_l2,1.4527705907821655,0.3499999940395355
92,fixed_l2,1.3687292337417603,0.44999998807907104
93,fixed_l2,1.4338302612304688,0.4099999666213989
94,fixed_l2,1.463287353515625,0.39000001549720764
95,fixed_l2,1.4111346006393433,0.4099999964237213
96,fixed_l2,1.3349488973617554,0.44999998807907104
97,fixed_l2,1.531949520111084,0.24000000953674316
98,fixed_l2,1.446746826171875,0.4300000071525574
99,fixed_l2,1.4042487144470215,0.3999999761581421
100,fixed_l2,1.4734301567077637,0.30000001192092896
101,fixed_l2,1.4611165523529053,0.3799999952316284
102,fixed_l2,1.3068113327026367,0.5399999618530273
103,fixed_l2,1.409716010093689,0.3700000047683716
104,fixed_l2,1.3536019325256348,0.5099999904632568
105,fixed_l2,1.415737509727478,0.42000001668930054
106,fixed_l2,1.3342205286026,0.4000000059604645
107,fixed_l2,1.2534340620040894,0.5199999809265137
108,fixed_l2,1.259764313697815,0.47999998927116394
109,fixed_l2,1.1759437322616577,0.5100000500679016
110,fixed_l2,1.4392231702804565,0.3999999761581421
111,fixed_l2,1.3477411270141602,0.3700000047683716
112,fixed_l2,1.1453936100006104,0.5900000333786011
113,fixed_l2,1.3233774900436401,0.4100000262260437
114,fixed_l2,1.3618444204330444,0.4099999964237213
115,fixed_l2,1.3598434925079346,0.4699999988079071
116,fixed_l2,1.1724035739898682,0.6200000047683716
117,fixed_l2,1.2838630676269531,0.4300000071525574
118,fixed_l2,1.239850640296936,0.5
119,fixed_l2,1.2458285093307495,0.5099999904632568
120,fixed_l2,1.3389729261398315,0.4099999964237213
121,fixed_l2,1.2249360084533691,0.6100000143051147
122,fixed_l2,1.5326688289642334,0.3700000047683716
123,fixed_l2,1.436937689781189,0.4000000059604645
124,fixed_l2,1.299050211906433,0.47999998927116394
125,fixed_l2,1.2470452785491943,0.4599999785423279
126,fixed_l2,1.2852284908294678,0.4300000071525574
127,fixed_l2,1.232715129852295,0.4699999690055847
128,fixed_l2,1.337705373764038,0.4300000071525574
129,fixed_l2,1.2691465616226196,0.42000001668930054
130,fixed_l2,1.3438498973846436,0.42000001668930054
131,fixed_l2,1.3189539909362793,0.38999998569488525
132,fixed_l2,1.2957572937011719,0.4399999976158142
133,fixed_l2,1.2141637802124023,0.5
134,fixed_l2,1.2030302286148071,0.41999998688697815
135,fixed_l2,1.171069860458374,0.4699999690055847
136,fixed_l2,1.1771447658538818,0.6200000047683716
137,fixed_l2,1.370866298675537,0.4099999666213989
138,fixed_l2,1.2986640930175781,0.3999999761581421
139,fixed_l2,1.275189757347107,0.5
