region_id,date,is_natural,q,pre_sum_7d,evp_sum_7d,ssd_sum_7d,tem_mean_mean_7d,gst_mean_mean_7d,prs_mean_mean_7d,rhu_mean_7d,win_mean_mean_7d,pre_sum_14d,evp_sum_14d,ssd_sum_14d,tem_mean_mean_14d,gst_mean_mean_14d,prs_mean_mean_14d,rhu_mean_14d,win_mean_mean_14d
0001,2006-04-30,False,-0.2205281520126525,3.2334468089999966,37.130792236000005,66.665546422,10.402584077,14.803092735714284,783.6173758285714,3.4833255224285713,2.973445592571428,6.645100519000004,68.608271409,129.39522857600002,9.022076198571428,13.59158777357143,784.2416782857143,3.503848362,2.9428731237142856
0001,2006-05-07,False,0.1143112992321497,7.048268282999996,37.2061203,60.959373857,14.41696276285714,19.67974897,783.8488421,3.9840656552857143,2.5202434265714286,10.281715092000004,74.336912536,127.62492027900001,12.409773419928571,17.241420852857143,783.7331089642857,3.7336955888571426,2.746844509571429
0001,2006-05-14,False,-0.4813232825000885,19.276886164999993,26.998197555999997,49.376274875,8.084313146857141,12.289084951285714,790.0481026714285,5.512205832285715,2.9186103549999998,26.325154448000003,64.204317856,110.33564873200001,11.250637954857142,15.984416960642857,786.9484723857142,4.748135743785714,2.7194268907857144
0001,2006-05-21,False,-0.6485566435955973,6.084094952454997,37.445513534,62.600786216,12.375091225714286,17.380913434285713,785.3103655142858,3.9010612215714286,2.849093437285714,25.360981117455005,64.44371109000001,111.977061091,10.229702186285715,14.834999192785714,787.6792340928571,4.706633526928571,2.883851896142857
0001,2006-05-28,False,-0.3827669437874419,6.320516299999997,36.485779189,69.77979278000001,12.98690469,19.12104383285714,785.1507673142858,4.347342736428572,2.5205024718571427,12.404611252455004,73.931292723,132.380578996,12.680997957857144,18.250978633571428,785.2305664142857,4.1242019789999995,2.6847979545714287
0001,2006-06-04,False,-0.5689959328422127,7.620365087999996,38.922512054,59.533467863,16.44524993857143,22.585899354285715,781.8548758285714,4.547629710714285,2.4493405477142858,13.940881388000003,75.40829124300001,129.313260643,14.716077314285714,20.85347159357143,783.5028215714286,4.4474862235714285,2.484921509785714
0001,2006-06-11,False,-0.5670984031138526,10.254003715999996,39.840255737,60.692684557,16.076826258571426,21.91170872285714,781.7105468857143,4.742290660285714,2.704346384285714,17.874368804000003,78.762767791,120.22615241999999,16.261038098571426,22.248804038571425,781.782711357143,4.6449601855,2.576843466
0001,2006-06-18,False,-0.5218287653086899,9.035929141999997,41.039965439,57.464746094,16.33734479857143,22.56549159428571,783.5628766714286,4.564653777999999,2.4748909814285716,19.289932858,80.88022117599999,118.157430651,16.20708552857143,22.238600158571426,782.6367117785713,4.6534722191428575,2.589618682857143
0001,2006-06-25,False,-0.4822517166886077,13.996472691999996,34.855786896000005,52.175503345,16.680530438571427,22.347530474285712,786.0251116000001,5.301465770285715,2.149952343428571,23.032401834,75.895752335,109.640249439,16.508937618571426,22.456511034285715,784.7939941357142,4.933059774142857,2.3124216624285716
0001,2006-07-02,False,-0.6855720270823934,17.143683384999996,36.958824157,61.104090887999995,19.299851117142854,25.43427690857143,781.3829520142856,5.245072119571428,2.116527911857143,31.140156077000007,71.81461105300001,113.279594233,17.990190777857144,23.890903691428573,783.7040318071429,5.273268944928572,2.133240127642857
