episode,method,train_query_loss,train_query_accuracy
1,maml,1.609589695930481,0.20000000298023224
2,maml,1.6101300716400146,0.20000000298023224
3,maml,1.6093086004257202,0.20000000298023224
4,maml,1.607374668121338,0.20000000298023224
5,maml,1.6089493036270142,0.20000000298023224
6,maml,1.6089876890182495,0.20000000298023224
7,maml,1.608162760734558,0.20000000298023224
8,maml,1.6079118251800537,0.2199999988079071
9,maml,1.606982707977295,0.23000000417232513
10,maml,1.6083242893218994,0.17999999225139618
11,maml,1.607675313949585,0.2199999988079071
12,maml,1.6065618991851807,0.25
13,maml,1.605478286743164,0.1899999976158142
14,maml,1.6044304370880127,0.23000000417232513
15,maml,1.6059081554412842,0.18999998271465302
16,maml,1.6004555225372314,0.24000000953674316
17,maml,1.596537470817566,0.21000000834465027
18,maml,1.5978652238845825,0.2800000011920929
19,maml,1.6020138263702393,0.2199999988079071
20,maml,1.5997939109802246,0.25
21,maml,1.599369764328003,0.1899999976158142
22,maml,1.5968698263168335,0.2199999988079071
23,maml,1.5862692594528198,0.27000001072883606
24,maml,1.5870068073272705,0.20000000298023224
25,maml,1.595101237297058,0.21000000834465027
26,maml,1.5745680332183838,0.2499999850988388
27,maml,1.5856952667236328,0.30000001192092896
28,maml,1.5775474309921265,0.23999999463558197
29,maml,1.5822056531906128,0.20000000298023224
30,maml,1.583149790763855,0.3100000023841858
31,maml,1.5565552711486816,0.26999998092651367
32,maml,1.571081280708313,0.2199999988079071
33,maml,1.5764321088790894,0.2800000011920929
34,maml,1.560082197189331,0.28999999165534973
35,maml,1.5637692213058472,0.320000022649765
36,maml,1.5493258237838745,0.20000000298023224
37,maml,1.5589872598648071,0.25
38,maml,1.537338376045227,0.3400000035762787
39,maml,1.5249685049057007,0.3100000023841858
40,maml,1.5470404624938965,0.23999999463558197
41,maml,1.5788156986236572,0.22999998927116394
42,maml,1.5465291738510132,0.3100000023841858
43,maml,1.5441179275512695,0.25
44,maml,1.5332027673721313,0.3100000023841858
45,maml,1.5311589241027832,0.30000001192092896
46,maml,1.5524545907974243,0.24000000953674316
47,maml,1.535810947418213,0.2900000214576721
48,maml,1.5026158094406128,0.27000001072883606
49,maml,1.486495018005371,0.25999999046325684
50,maml,1.5075992345809937,0.25999999046325684
51,maml,1.5162603855133057,0.28999999165534973
52,maml,1.5293759107589722,0.30000001192092896
53,maml,1.5651081800460815,0.30000001192092896
54,maml,1.4921042919158936,0.32999998331069946
55,maml,1.48698091506958,0.35999998450279236
56,maml,1.4867477416992188,0.30000001192092896
57,maml,1.502145767211914,0.26999998092651367
58,maml,1.5023057460784912,0.3100000023841858
59,maml,1.5172218084335327,0.23999997973442078
60,maml,1.502166986465454,0.2800000011920929
61,maml,1.4278393983840942,0.3799999952316284
62,maml,1.5175995826721191,0.2900000214576721
63,maml,1.481075644493103,0.38999998569488525
64,maml,1.4447858333587646,0.3800000250339508
65,maml,1.5397381782531738,0.2800000011920929
66,maml,1.4899171590805054,0.23999997973442078
67,maml,1.5221471786499023,0.3399999737739563
68,maml,1.4780552387237549,0.3400000035762787
69,maml,1.4573485851287842,0.3700000047683716
70,maml,1.4757072925567627,0.3800000250339508
71,maml,1.4579598903656006,0.28999999165534973
72,maml,1.4732564687728882,0.41999998688697815
73,maml,1.4327154159545898,0.4000000059604645
74,maml,1.5672380924224854,0.24000000953674316
75,maml,1.4507761001586914,0.3499999940395355
76,maml,1.5346571207046509,0.34999996423721313
77,maml,1.4293391704559326,0.38999998569488525
78,maml,1.5078399181365967,0.3499999940395355
79,maml,1.4447438716888428,0.42000001668930054
80,maml,1.4756256341934204,0.4300000071525574
81,maml,1.4542620182037354,0.34999996423721313
82,maml,1.4094364643096924,0.4699999988079071
83,maml,1.4419829845428467,0.3699999749660492
