algorithm,inner_update,inner_steps,meta_batch,step,configured_steps,sampled_train_tasks,total_task_budget,first_order,shots,queries,unlabeled_per_task,ssl_weight,pseudo_noise,outer_lr,inner_lr,inner_loss,support_loss,ssl_loss,meta_loss,val_query_loss,best_val_query_loss,grad_norm,elapsed_sec,avg_step_time_sec,meta_lr_mean,meta_lr_min,meta_lr_max,cuda_peak_memory_mb
meta-sgd,semi-supervised,1,2,1,1,2,0,False,5,10,10,0.2,0.1,0.001,0.01,8.04806698858738,6.4454416781663895,8.013126522302628,5.2800374031066895,3.2509083412587643,3.2509083412587643,5.589560581486734,0.011989900027401745,0.011989900027401745,0.01013106107711792,0.008999999612569809,0.010999999940395355,
meta-sgd,semi-supervised,1,8,1,1,8,0,False,5,10,10,0.2,0.1,0.001,0.01,6.102982804179192,5.125246129930019,4.888683695346117,5.1270551681518555,0.49001821875572205,0.49001821875572205,1.6625945231542776,0.01957830006722361,0.01957830006722361,0.009357905015349388,0.008999999612569809,0.010999999940395355,
meta-sgd,semi-supervised,1,16,1,1,16,0,False,5,10,10,0.2,0.1,0.001,0.01,6.104187752120197,5.227801360189915,4.381931927986443,4.597628593444824,6.745503187179565,6.745503187179565,2.0958498417350637,0.033047699951566756,0.033047699951566756,0.009360064752399921,0.008999999612569809,0.010999999940395355,
